OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Hospitalization_Rate,Testing_Rate
497,California,US,1610296229000,36.1162,-119.6816,2675262,29707,,2645555,06,6770.72003769568,35353748,,1.11043329587906,84000006,USA,,89475.4719318121
582,England,United Kingdom,1610296229000,52.3555,-1.1743,2664129,71039,,2593090,,4759.31093373731,,,2.66650000807018,82601,GBR,,
198,Maharashtra,India,1610296229000,19.449759,76.108221,1965556,50027,1861400,54129,,1596.141460895,,,2.54518314410783,35620,IND,,
541,Texas,US,1610296229000,31.0545,-97.5635,1953646,30313,1549210,374123,48,6737.66732592122,14653811,,1.55161170447461,84000048,USA,,50537.5608349338
45,Sao Paulo,Brazil,1610296229000,-23.5505,-46.6333,1540513,48298,1350513,141702,,3354.84517547391,,,3.13518938171895,7625,BRA,,
503,Florida,US,1610296229000,27.7663,-81.6868,1464697,22804,,1441893,12,6819.60580856354,16715694,,1.55690903989016,84000012,USA,,77828.0039465983
528,New York,US,1610296229000,42.1657,-74.9481,1119284,39471,109035,970778,36,5753.6201212724,27074166,,3.52645083821443,84000036,USA,,139173.316391791
509,Illinois,US,1610296229000,40.3495,-88.9861,1024039,19210,,1004829,17,8081.22999843511,14025514,,1.87590511689496,84000017,USA,,110682.702983257
193,Karnataka,India,1610296229000,14.70518,76.166436,926767,12138,905158,9471,,1371.71426251467,,,1.30971430791127,35616,IND,,
179,Andhra Pradesh,India,1610296229000,15.9129,79.74,884689,7128,874954,2607,,1641.24918815407,,,0.805706864220082,35602,IND,,
410,Moscow,Russia,1610296229000,55.7504461,37.6174943,857568,11950,695106,150512,,6856.99591603321,,,1.39347550281727,64343,RUS,,
208,Tamil Nadu,India,1610296229000,11.006091,78.400624,825537,12215,806018,7304,,1060.53900689977,,,1.47964294756019,35630,IND,,
194,Kerala,India,1610296229000,10.450898,76.405749,806603,3279,738808,64516,,2259.42740899347,,,0.406519688124145,35617,IND,,
532,Ohio,US,1610296229000,40.3888,-82.7649,770977,9599,628964,132414,39,6595.69171279226,8092160,,1.24504362646357,84000039,USA,,69228.2553832203
504,Georgia,US,1610296229000,33.0406,-83.6431,748852,11457,,737395,13,7053.04855990008,5632471,,1.52994183096259,84000013,USA,,53049.3227970667
535,Pennsylvania,US,1610296229000,40.5908,-77.2098,717277,17626,520490,179161,42,5602.85593121506,4080903,,2.45734911338297,84000042,USA,,31877.1012848082
540,Tennessee,US,1610296229000,35.7478,-86.6923,646450,7704,560642,78104,47,9466.00569849297,5908921,,1.19173950034805,84000047,USA,,86524.6807300561
186,Delhi,India,1610296229000,28.646519,77.10898,629801,10666,615452,3683,,3365.95385304904,,,1.69355082002093,35609,IND,,
529,North Carolina,US,1610296229000,35.6301,-79.8064,623188,7567,487090,128531,37,5941.86697970764,7487537,,1.21424032555184,84000037,USA,,71390.8946572129
495,Arizona,US,1610296229000,33.7298,-111.4312,618546,10141,84029,524376,04,8498.00864630401,3044506,,1.63949002984418,84000004,USA,,41827.5088865249
212,Uttar Pradesh,India,1610296229000,26.925425,80.560982,592475,8481,572773,11221,,249.061801356109,,,1.43145280391578,35633,IND,,
33,Minas Gerais,Brazil,1610296229000,-18.5122,-44.555,587868,12594,526820,48454,,2777.05042295519,,,2.14231766314887,7613,BRA,,
518,Michigan,US,1610296229000,43.3266,-84.5361,562553,14145,415079,133329,26,5632.93336432073,8515027,,2.51442975150786,84000026,USA,,85262.3302806879
214,West Bengal,India,1610296229000,23.814082,87.979803,559886,9922,541930,8034,,562.082037658671,,,1.77214647267479,35635,IND,,
510,Indiana,US,1610296229000,39.8494,-86.2583,558560,8966,364221,185373,18,8296.81862696386,6061499,,1.6051990833572,84000018,USA,,90037.163080999
548,Wisconsin,US,1610296229000,44.2685,-89.6165,548134,5567,470385,72182,55,9414.17283562167,5585041,,1.0156275655223,84000055,USA,,95922.787617687
526,New Jersey,US,1610296229000,40.2989,-74.521,523035,19854,59246,443935,34,5888.58153225725,8240865,,3.79592187903295,84000034,USA,,92779.6523154763
44,Santa Catarina,Brazil,1610296229000,-27.2423,-50.2189,518805,5611,490200,22994,,7241.03769713772,,,1.08152388662407,7624,BRA,,
121,Capital District,Colombia,1610296229000,4.711,-74.0721,513967,10472,457733,45762,,6933.72578402675,,,2.03748489689027,17008,COL,,
25,Bahia,Brazil,1610296229000,-12.5797,-41.7007,511192,9392,494972,6828,,3437.03220802385,,,1.83727444873942,7605,BRA,,
223,Lombardia,Italy,1610296229000,45.46679409,9.190347404,500758,25787,417173,57798,,4977.42971723085,,,5.14959321668351,38003,ITA,,
40,Rio Grande do Sul,Brazil,1610296229000,-30.0346,-51.2177,478501,9413,452882,16206,,4205.77435351406,,,1.9671850215569,7621,BRA,,
36,Parana,Brazil,1610296229000,-25.2521,-52.0215,471639,8742,345539,117358,,4124.8974436409,,,1.85353628516726,7616,BRA,,
41,Rio de Janeiro,Brazil,1610296229000,-22.9068,-43.1729,459866,26704,426213,6949,,2663.58249778178,,,5.80690896913449,7619,BRA,,
356,Lima,Peru,1610296229000,-11.766533,-76.604498,454697,16923,,437774,,4278.09192266077,,,3.72181914549689,60415,PER,,
521,Missouri,US,1610296229000,38.4561,-92.2884,434703,6133,,428570,29,7082.82036058101,3798436,,1.41084832632855,84000029,USA,,61889.7036348125
519,Minnesota,US,1610296229000,45.6945,-93.9002,434413,5731,412546,16136,27,7702.86075403501,5635581,,1.31925149569649,84000027,USA,,99928.1690720246
170,Nordrhein-Westfalen,Germany,1610296229000,51.4332,7.6616,427710,7942,356170,63598,,2385.09074871306,,,1.85686563325618,27610,DEU,,
517,Massachusetts,US,1610296229000,42.2302,-71.5301,427135,13074,293522,120539,25,6197.0955979272,11635559,,3.06085897901132,84000025,USA,,168814.710708142
465,Madrid,Spain,1610296229000,40.4168,-3.7038,421295,11971,40736,368588,,6343.22891799913,,,2.8414768748739,72414,ESP,,
492,Alabama,US,1610296229000,32.3182,-86.9023,401900,5334,211684,184882,01,8196.71295290714,1956786,,1.32719581985569,84000001,USA,,39908.4676592868
545,Virginia,US,1610296229000,37.7693,-78.17,398856,5383,32833,360640,51,4672.89686778273,4537960,,1.34960988426901,84000051,USA,,53165.6012950121
460,Catalonia,Spain,1610296229000,41.5912,1.5209,386595,8828,26203,351564,,5109.34415446331,,,2.28352668813616,72409,ESP,,
291,Ciudad de Mexico,Mexico,1610296229000,19.4326,-99.1332,364770,18060,,346710,,4044.62089371519,,,4.951065054692,48407,MEX,,
498,Colorado,US,1610296229000,39.0598,-105.3111,358947,5190,18891,334866,08,6233.0865662187,4736803,,1.44589591220988,84000008,USA,,82254.2134246126
162,Bayern,Germany,1610296229000,48.7904,11.4979,354903,7883,291167,55853,,2714.00605702301,,,2.2211702916008,27602,DEU,,
538,South Carolina,US,1610296229000,33.8569,-80.945,350084,5758,162451,181875,45,6799.44545375797,3434733,,1.64474811759463,84000045,USA,,66710.5028556645
26,Ceara,Brazil,1610296229000,-5.4984,-39.3206,343887,10137,275120,58630,,3765.70370949525,,,2.94777063395825,7606,BRA,,
514,Louisiana,US,1610296229000,31.1695,-91.8678,341431,7833,280373,53225,22,7344.50698396186,4399258,,2.29416778207017,84000022,USA,,94632.2422546579
203,Odisha,India,1610296229000,20.505428,84.418059,331602,1891,327803,1908,,715.332666297555,,,0.570261940519056,35625,IND,,
75,Metropolitana,Chile,1610296229000,-33.4376,-70.6505,326465,10961,310534,4970,,4589.8188169848,,,3.3574808938171,15212,CHL,,
533,Oklahoma,US,1610296229000,35.5653,-96.9289,324875,2738,281869,40268,40,8210.19411059621,2824791,,0.842785686802616,84000040,USA,,71387.7104482191
29,Goias,Brazil,1610296229000,-15.827,-49.8362,317024,6964,305531,4529,,4517.07052679303,,,2.19667911577672,7609,BRA,,
206,Rajasthan,India,1610296229000,26.583423,73.847973,312521,2731,303060,6730,,385.67274991948,,,0.873861276522218,35628,IND,,
516,Maryland,US,1610296229000,39.0639,-76.8021,306674,6272,9427,290975,24,5072.61383334877,6085068,,2.04516848510144,84000024,USA,,100651.506530283
542,Utah,US,1610296229000,40.15,-111.8624,303723,1390,247390,54943,49,9473.70489569732,2362020,,0.457653849066419,84000049,USA,,73675.9495913546
34,Para,Brazil,1610296229000,-1.9981,-54.9306,300454,7292,282032,11130,,3492.48767707037,,,2.42699381602508,7614,BRA,,
513,Kentucky,US,1610296229000,37.6681,-84.6701,300397,2876,38905,258616,21,6723.79111004767,3310799,,0.957399707720117,84000021,USA,,74105.669774847
511,Iowa,US,1610296229000,42.0115,-93.2105,296441,4138,255103,37200,19,9395.70278947852,1195536,,1.39589328061908,84000019,USA,,37892.5348724434
209,Telangana,India,1610296229000,18.1124,79.0193,289784,1565,283463,4756,,736.188738119092,,,0.540057422079894,35631,IND,,
184,Chhattisgarh,India,1610296229000,21.264705,82.035366,288570,3484,275812,9274,,980.322514794778,,,1.20733270956787,35607,IND,,
235,Veneto,Italy,1610296229000,45.43490485,12.33845213,285986,7389,189784,88813,,5829.48453011443,,,2.58369290804445,38005,ITA,,
115,Antioquia,Colombia,1610296229000,7.1986,-75.3412,284635,5070,257254,22311,,4442.49209705105,,,1.78122859100251,17002,COL,,
451,Andalusia,Spain,1610296229000,37.5443,-4.7278,276669,5251,10671,260747,,3282.96788869171,,,1.89793580054144,72401,ESP,,
427,Saint Petersburg,Russia,1610296229000,59.9606739,30.1586551,276035,8378,166416,101241,,5157.66727361225,,,3.03512235767203,64360,RUS,,
546,Washington,US,1610296229000,47.4009,-121.4905,271595,3698,,267897,53,3566.62923563076,4009784,,1.36158618531269,84000053,USA,,52657.1286031202
189,Haryana,India,1610296229000,29.20004,76.332824,264721,2949,259209,2563,,938.570788151135,,,1.114003044715,35612,IND,,
28,Espirito Santo,Brazil,1610296229000,-19.1834,-40.3089,262113,5306,241241,15566,,6522.41424358927,,,2.0243177560823,7608,BRA,,
161,Baden-Wurttemberg,Germany,1610296229000,48.6616,9.3501,260001,5530,212438,42033,,2348.79827360377,,,2.12691489648117,27601,DEU,,
27,Distrito Federal,Brazil,1610296229000,-15.7998,-47.8645,258153,4351,247471,6331,,8561.52753254437,,,1.68543460660926,7607,BRA,,
182,Bihar,India,1610296229000,25.679658,85.60484,255386,1430,249709,4247,,204.636339287573,,,0.559936723234633,35605,IND,,
496,Arkansas,US,1610296229000,34.9697,-92.3731,251746,4010,219887,27849,05,8342.02618857951,2158016,,1.59287535849626,84000005,USA,,71509.4817290984
188,Gujarat,India,1610296229000,22.694884,71.590923,251273,4340,238965,7968,,393.398406720249,,,1.72720507177452,35611,IND,,
197,Madhya Pradesh,India,1610296229000,23.541513,78.289633,247977,3701,236247,8029,,290.510785832513,,,1.49247712489465,35619,IND,,
524,Nevada,US,1610296229000,38.3135,-117.0554,246309,3450,,242859,32,7996.6404299003,2210776,,1.40067963411812,84000032,USA,,71774.806211114
512,Kansas,US,1610296229000,38.5266,-96.7265,243648,3141,4838,235669,20,8363.2591612164,1051207,,1.2891548463357,84000020,USA,,36082.8595887707
520,Mississippi,US,1610296229000,32.7416,-89.6787,239082,5167,182103,51812,28,8033.26715161102,1420446,,2.16118319237751,84000028,USA,,47727.6507325406
37,Pernambuco,Brazil,1610296229000,-8.8137,-36.9541,230891,9826,196457,24608,,2415.91801504875,,,4.25568774876457,7617,BRA,,
60,Quebec,Canada,1610296229000,52.9399,-73.5491,228821,8686,192979,27156,,2680.13278558071,,,3.79598026404919,12410,CAN,,
341,Sindh,Pakistan,1610296229000,26.009446,68.776807,225509,3693,203328,18488,,470.928371186841,,,1.63762865340186,58607,PAK,,
58,Ontario,Canada,1610296229000,51.2538,-85.3232,218142,4970,185297,27875,,1482.76621251732,,,2.27833246234104,12408,CAN,,
181,Assam,India,1610296229000,26.357149,92.830441,216565,1060,212486,3019,,608.208393851564,,,0.48946043912913,35604,IND,,
334,Zuid-Holland,Netherlands,1610296229000,51.937835,4.462114,216059,2984,,213075,,5825.74036804311,,,1.38110423541718,52812,NLD,,
24,Amazonas,Brazil,1610296229000,-3.4168,-65.8561,212996,5669,177124,30203,,5139.12450354039,,,2.66155232962121,7604,BRA,,
228,Piemonte,Italy,1610296229000,45.0732745,7.680687483,206962,8176,183444,15342,,4750.75096306451,,,3.95048366366773,38001,ITA,,
499,Connecticut,US,1610296229000,41.5978,-72.7554,205994,6324,9800,189870,09,5777.76768041395,4619970,,3.06999232987369,84000009,USA,,129581.994380817
30,Maranhao,Brazil,1610296229000,-4.9609,-45.2744,201915,4555,191535,5825,,2853.84925134777,,,2.25589975979992,7610,BRA,,
218,Campania,Italy,1610296229000,40.83956555,14.25084984,199771,3128,121255,75388,,3443.32308574809,,,1.56579283279355,38015,ITA,,
219,Emilia-Romagna,Italy,1610296229000,44.49436681,11.3417208,190892,8337,122647,59908,,4280.59164785467,,,4.3673909854787,38008,ITA,,
31,Mato Grosso,Brazil,1610296229000,-12.6819,-56.9211,188098,4595,177150,6353,,5398.18726886702,,,2.4428755223341,7611,BRA,,
221,Lazio,Italy,1610296229000,41.89277044,12.48366722,179661,4131,96745,78785,,3055.93628393004,,,2.29933040559721,38012,ITA,,
523,Nebraska,US,1610296229000,41.1254,-98.2681,175620,1737,119393,54490,31,9078.74657259482,1837671,,0.989067304407243,84000031,USA,,94999.1418563199
35,Paraiba,Brazil,1610296229000,-7.24,-36.782,172261,3800,130400,38061,,4287.09694840407,,,2.20595491724766,7615,BRA,,
591,Wales,United Kingdom,1610296229000,52.1307,-3.7837,169754,3964,,165790,,5408.58981711591,,,2.33514379631702,82604,GBR,,
205,Punjab,India,1610296229000,30.841465,75.40879,168734,5439,160343,2952,,559.808605931787,,,3.22341673877227,35627,IND,,
411,Moscow Oblast,Russia,1610296229000,55.5043158,38.0353929,168409,3093,126629,38687,,2244.44034259204,,,1.8366001817005,64344,RUS,,
455,C. Valenciana,Spain,1610296229000,39.484,-0.7533,164156,3163,9970,151023,,3299.63865101471,,,1.92682570238066,72411,ESP,,
173,Sachsen,Germany,1610296229000,51.1045,13.2017,155682,4121,121300,30261,,3817.66564809608,,,2.64706260197068,27613,DEU,,
299,Mexico,Mexico,1610296229000,19.4969,-99.7233,155570,20251,,135319,,892.654777226487,,,13.0172912515266,48415,MEX,,
527,New Mexico,US,1610296229000,34.8405,-106.2485,154954,2732,76801,75421,35,7389.92068499625,2078816,,1.76310388889606,84000035,USA,,99140.9409160213
167,Hessen,Germany,1610296229000,50.6521,9.1624,150229,3483,120292,26454,,2397.59941613286,,,2.31846048366161,27607,DEU,,
588,Scotland,United Kingdom,1610296229000,56.4907,-4.2026,149766,4968,,144798,,2741.3101971336,,,3.31717479267658,82603,GBR,,
508,Idaho,US,1610296229000,44.2405,-114.4788,149235,1528,64538,83169,16,8350.84342203557,559371,,1.0238884980065,84000016,USA,,31301.0998480749
328,Noord-Holland,Netherlands,1610296229000,52.600906,4.918688,147871,1792,,146079,,5135.2531162236,,,1.21186710037803,52808,NLD,,
38,Piaui,Brazil,1610296229000,-7.7183,-42.7289,146779,2895,143770,114,,4484.22917200671,,,1.9723529932756,7618,BRA,,
145,Valle del Cauca,Colombia,1610296229000,3.8009,-76.6413,146281,4555,134213,7513,,3268.20209451268,,,3.11386988057232,17031,COL,,
340,Punjab,Pakistan,1610296229000,30.811346,72.139132,144909,4260,130120,10529,,131.720555753139,,,2.93977599735006,58606,PAK,,
32,Mato Grosso do Sul,Brazil,1610296229000,-20.7722,-54.7852,142765,2525,127813,12427,,5137.30547760946,,,1.76864077329878,7612,BRA,,
459,Castilla y Leon,Spain,1610296229000,41.8357,-4.3976,138681,5143,8716,124822,,5759.81639160156,,,3.70851089911379,72408,ESP,,
327,Noord-Brabant,Netherlands,1610296229000,51.561174,5.184942,136549,2489,,134060,,5327.79545485582,,,1.82278888897026,52807,NLD,,
485,Stockholm,Sweden,1610296229000,59.6025,18.1384,126212,3361,,122851,,5309.53720129857,,,2.6629797483599,75215,SWE,,
232,Toscana,Italy,1610296229000,43.76923077,11.25588885,124951,3855,111995,9101,,3350.21520838065,,,3.08520940208562,38009,ITA,,
534,Oregon,US,1610296229000,44.572,-122.0709,124476,1603,5870,117003,41,2951.25087220943,2786624,,1.28779845110704,84000041,USA,,66069.1740618251
39,Rio Grande do Norte,Brazil,1610296229000,-5.4026,-36.9541,123783,3086,88210,32487,,3529.74590038419,,,2.49307255438954,7620,BRA,,
191,Jammu and Kashmir,India,1610296229000,33.75943,76.612638,122425,1909,118422,2094,,899.765697117222,,,1.55932203389831,35614,IND,,
46,Sergipe,Brazil,1610296229000,-10.5741,-37.3857,121222,2563,105553,13106,,5273.51159091937,,,2.11430268433123,7626,BRA,,
169,Niedersachsen,Germany,1610296229000,52.6367,9.8451,120453,2339,101048,17066,,1508.97318717266,,,1.94183623487999,27609,DEU,,
560,Kiev,Ukraine,1610296229000,50.4501,30.5234,117217,2077,43239,71901,,3972.3803714247,,,1.77192728017267,80411,UKR,,
192,Jharkhand,India,1610296229000,23.654536,85.557631,116672,1045,114133,1494,,302.306465252013,,,0.895673340647285,35615,IND,,
469,Pais Vasco,Spain,1610296229000,42.9896,-2.6189,114390,3038,16160,95192,,5252.35550168053,,,2.65582655826558,72418,ESP,,
48,Alberta,Canada,1610296229000,53.9333,-116.5765,110641,1272,94932,14437,,2507.07771734722,,,1.1496642293544,12401,CAN,,
22,Alagoas,Brazil,1610296229000,-9.5713,-36.782,108109,2553,102819,2737,,3239.35976882305,,,2.36150551757948,7602,BRA,,
231,Sicilia,Italy,1610296229000,38.11569725,13.3623567,108055,2728,63821,41506,,2161.14711300706,,,2.52464022951275,38019,ITA,,
458,Castilla - La Mancha,Spain,1610296229000,39.2796,-3.0977,107656,4117,6392,97147,,5290.54090247224,,,3.82421787917069,72407,ESP,,
163,Berlin,Germany,1610296229000,52.52,13.405,106197,1565,86762,17870,,2913.6370295866,,,1.47367628087422,27603,DEU,,
13,Hainaut,Belgium,1610296229000,50.5257,4.0621,103707,0,,103707,,7714.9112398744,,,0,5605,BEL,,
539,South Dakota,US,1610296229000,44.2998,-99.4388,102901,1570,96291,5040,46,11631.7134624754,383093,,1.52573833101719,84000046,USA,,43304.030140427
229,Puglia,Italy,1610296229000,41.12559576,16.86736689,101613,2672,43662,55279,,2522.00703242176,,,2.62958479722083,38016,ITA,,
547,West Virginia,US,1610296229000,38.4912,-80.9545,101212,1582,69228,30402,54,5647.52779766392,1649119,,1.56305576413864,84000054,USA,,92019.181462235
42,Rondonia,Brazil,1610296229000,-11.5057,-63.5806,101024,1908,84316,14800,,5684.36748301425,,,1.88866012036744,7622,BRA,,
117,Atlantico,Colombia,1610296229000,10.6966,-74.8741,99123,3534,91985,3604,,3909.38021713126,,,3.56526739505463,17004,COL,,
324,Gelderland,Netherlands,1610296229000,52.061738,5.939114,98736,1412,,97324,,4733.37833277084,,,1.43007616269648,52804,NLD,,
14,Liege,Belgium,1610296229000,50.4496,5.8492,98184,0,,98184,,8869.44079090002,,,0,5606,BEL,,
537,Rhode Island,US,1610296229000,41.6809,-71.5118,97614,1916,5860,89838,44,9214.422656677,2115967,,1.96283320015572,84000044,USA,,199739.937566137
530,North Dakota,US,1610296229000,47.5289,-99.784,94558,1352,91222,1984,38,12408.1767625206,1275907,,1.42981027517502,84000038,USA,,167428.240746816
213,Uttarakhand,India,1610296229000,30.156447,79.197608,93398,1568,88615,3215,,830.141132347417,,,1.67883680592732,35634,IND,,
47,Tocantins,Brazil,1610296229000,-10.1753,-48.2982,92916,1267,83223,8426,,5907.43267385779,,,1.36359722760343,7627,BRA,,
303,Nuevo Leon,Mexico,1610296229000,25.5922,-99.9962,88878,5447,,83431,,1584.23486846081,,,6.12862575665519,48419,MEX,,
587,Northern Ireland,United Kingdom,1610296229000,54.7877,-6.4923,88700,1460,,87240,,4714.0731292517,,,1.64599774520857,82602,GBR,,
295,Guanajuato,Mexico,1610296229000,21.019,-101.2574,88344,5750,,82594,,1418.45725272652,,,6.50864801231549,48411,MEX,,
522,Montana,US,1610296229000,46.9219,-110.4544,86102,1054,79906,5142,30,8056.11642455215,837136,,1.22412952080091,84000030,USA,,78326.4625581739
10,Brussels,Belgium,1610296229000,50.8503,4.3517,83202,0,,83202,,6884.49387774691,,,0,5602,BEL,,
536,Puerto Rico,US,1610296229000,18.2208,-66.5901,83119,1630,72747,8742,72,2602.59749368599,388602,,1.9610438046656,630,PRI,,12167.7906524545
452,Aragon,Spain,1610296229000,41.5976,-0.9057,82696,2683,3772,76241,,6262.06850595115,,,3.24441327270968,72402,ESP,,
491,Vastra Gotaland,Sweden,1610296229000,58.2528,13.0596,81865,1396,,80469,,4743.37454320431,,,1.70524644231356,75221,SWE,,
9,Antwerp,Belgium,1610296229000,51.2195,4.4024,81806,0,,81806,,4402.93952699321,,,0,5601,BEL,,
171,Rheinland-Pfalz,Germany,1610296229000,50.1183,7.309,80415,1780,62251,16384,,1968.6186302341,,,2.21351737859852,27611,DEU,,
483,Skane,Sweden,1610296229000,55.9903,13.5958,78745,814,,77931,,5715.15872457137,,,1.03371642643977,75213,SWE,,
566,Odessa Oblast,Ukraine,1610296229000,46.4846,30.7326,75663,1130,51981,22552,,3178.70628506899,,,1.49346444100815,80417,UKR,,
277,Tokyo,Japan,1610296229000,35.711343,139.446921,75012,640,55542,18830,,538.853645117334,,,0.853196821841839,39241,JPN,,
414,Nizhny Novgorod Oblast,Russia,1610296229000,55.4718033,44.0911594,74439,1805,66794,5840,,2301.22742021645,,,2.42480420209836,64347,RUS,,
128,Cundinamarca,Colombia,1610296229000,5.026,-74.03,73291,1831,67396,4064,,2510.77401629292,,,2.49826035938928,17015,COL,,
557,Kharkiv Oblast,Ukraine,1610296229000,49.9935,36.2304,72570,1179,60092,11299,,2712.29085983769,,,1.62463828028111,80408,UKR,,
141,Santander,Colombia,1610296229000,6.6437,-73.6536,72070,2530,64965,4575,,3298.64424668751,,,3.51047592618288,17028,COL,,
332,Utrecht,Netherlands,1610296229000,52.084251,5.163824,72053,932,,71121,,5318.2161061798,,,1.29349229039735,52810,NLD,,
23,Amapa,Brazil,1610296229000,0.902,-52.003,70676,969,53921,15786,,8356.79429984238,,,1.37104533363518,7603,BRA,,
43,Roraima,Brazil,1610296229000,-2.7376,-62.0751,69640,793,66262,2585,,11496.2831875938,,,1.13871338311315,7623,BRA,,
94,Hubei,China,1610296229000,30.9756,112.2707,68149,4512,63637,0,,115.174919722833,,,6.62078680538232,15613,CHN,,
11,East Flanders,Belgium,1610296229000,51.0362,3.7373,67262,0,,67262,,4439.54842831722,,,0,5603,BEL,,
463,Galicia,Spain,1610296229000,42.5751,-8.1339,65479,1420,9204,54855,,2424.75210530428,,,2.16863421860444,72413,ESP,,
564,Lviv Oblast,Ukraine,1610296229000,49.8397,24.0297,64817,1870,49953,12994,,2570.04204168007,,,2.88504558989154,80415,UKR,,
500,Delaware,US,1610296229000,39.3185,-75.5071,64475,969,18851,44655,10,6621.21417509787,1044510,,1.50290810391625,84000010,USA,,107265.210050895
222,Liguria,Italy,1610296229000,44.41149315,8.9326992,63774,3010,55538,5226,,4112.75344373936,,,4.71979176466899,38007,ITA,,
467,Murcia,Spain,1610296229000,37.9922,-1.1307,63380,769,2180,60431,,4260.37348512398,,,1.21331650362891,72416,ESP,,
561,Kiev Oblast,Ukraine,1610296229000,50.053,30.7667,63335,1019,41576,20740,,3582.41795536048,,,1.60890502881503,80412,UKR,,
434,Sverdlovsk Oblast,Russia,1610296229000,58.6414755,61.8021546,62516,1683,54906,5927,,1445.37109479763,,,2.69211081963017,64367,RUS,,
554,Dnipropetrovsk Oblast,Ukraine,1610296229000,48.4647,35.0462,61977,1547,47178,13252,,1932.86900233496,,,2.49608725817642,80405,UKR,,
329,Overijssel,Netherlands,1610296229000,52.444558,6.441722,61342,790,,60552,,5277.15789491795,,,1.28786149783183,52809,NLD,,
339,Khyber Pakhtunkhwa,Pakistan,1610296229000,34.485332,72.09169,61148,1728,56239,3181,,200.331739243349,,,2.82593052920782,58605,PAK,,
575,Zaporizhia Oblast,Ukraine,1610296229000,47.8388,35.1396,58116,668,28639,28809,,3406.89257349476,,,1.14942528735632,80426,UKR,,
49,British Columbia,Canada,1610296229000,53.7267,-127.6476,56632,988,48205,7439,,1108.05947347609,,,1.74459669444837,12402,CAN,,
190,Himachal Pradesh,India,1610296229000,31.927213,77.233081,56366,958,54320,1088,,756.39211455249,,,1.69960614554874,35613,IND,,
220,Friuli Venezia Giulia,Italy,1610296229000,45.6494354,13.76813649,56233,1898,41450,12885,,4627.39257089251,,,3.37524229544929,38006,ITA,,
20,West Flanders,Belgium,1610296229000,51.0536,3.1458,56115,0,,56115,,4692.69005750145,,,0,5612,BEL,,
298,Jalisco,Mexico,1610296229000,20.6595,-103.3494,55656,6587,,49069,,661.807749700257,,,11.8352019548656,48414,MEX,,
425,Rostov Oblast,Russia,1610296229000,47.6222451,40.7957942,55565,2208,45653,7704,,1316.56514515507,,,3.97372446684064,64358,RUS,,
118,Bolivar,Colombia,1610296229000,8.6704,-74.03,55186,1159,52331,1696,,2665.84867470811,,,2.10017033305549,17005,COL,,
164,Brandenburg,Germany,1610296229000,52.4125,12.5316,54894,1490,37939,15465,,2185.34290742887,,,2.71432214814005,27604,DEU,,
310,Sonora,Mexico,1610296229000,29.2972,-110.3309,54505,4380,,50125,,1772.66732688402,,,8.03596000366939,48426,MEX,,
326,Limburg,Netherlands,1610296229000,51.209227,5.93387,53481,1150,,52331,,4787.05264316806,,,2.15029636693405,52806,NLD,,
292,Coahuila,Mexico,1610296229000,27.0587,-101.7068,52251,4392,,47859,,1623.34716906099,,,8.40558075443532,48408,MEX,,
187,Goa,India,1610296229000,15.359682,74.057396,51790,746,50177,867,,3264.93301812451,,,1.44043251592972,35610,IND,,
69,Biobio,Chile,1610296229000,-37.4464,-72.1416,51665,881,47846,2938,,3318.65583679395,,,1.70521629729991,15206,CHL,,
